id,level,grammar_point,connection,meaning,examples
528,N2~N1,～ば～ほど,,越 越… …。,"[{""jp"": ""時間が立てばたつほど断りにくくなる"", ""cn"": ""时间越长越不好拒绝""}, {""jp"": ""読めば読むほど俳句の面白さが分かります"", ""cn"": ""阅读越能体会出俳句的趣味""}]"
529,N2~N1,～ばかりか、～ばかりでなく,,不仅… … 而且 。不用说…就连…。不仅…还…。,"[{""jp"": ""あの人は漢字ばかりか、平仮名も、片仮名も書けない"", ""cn"": ""他不说汉字，就连平假名、片假名也不会写""}, {""jp"": ""子供ばかりでなく、大人も漫画に夢中になっている"", ""cn"": ""不仅是孩子，连大人也迷上了漫画""}]"
530,N2~N1,～ばかりに,,只因…才。正因为… …才 。,"[{""jp"": ""医者であるばかりに、日曜日でも働かなければならない"", ""cn"": ""因为是医生，连星期日也的工作""}, {""jp"": ""外国人であるばかりに、その会社に入れない"", ""cn"": ""只因为是外国人，才进不了那家公司""}]"
531,N2~N1,～はともかく、～はともかくとして,,暂且不谈… … 。先不管 。,"[{""jp"": ""ほかの人はともかく、君にだけは僕の気持ちを分かってもらいたい"", ""cn"": ""别人暂且不谈，我只求你来理解我的心情""}, {""jp"": ""食事はともかく、まあお茶を一杯"", ""cn"": ""饭回头再说，先请来杯茶""}]"
532,N2~N1,～はもちろん、～はもとより,,当然。 就不 … 必说。不待言。相当于“ ” “ ” いうまでもなく 、 もちろん,"[{""jp"": ""彼は英語はもちろん、フランス語もできる"", ""cn"": ""英语就不用说，他连法语也会""}, {""jp"": ""日曜、祭日はもちろん土曜日も休む"", ""cn"": ""星期日、节假日自不必说，星期六也休息""}]"
533,N2~N1,～反面、～半面,,…的另一方面，反过来说…。,"[{""jp"": ""収入が増える半面、自由時間は減るだろう"", ""cn"": ""收入增加，反过来说，自由时间也会相对减少的吧""}, {""jp"": ""一定の利益が見込める反面、大きな損失を招く恐れもある"", ""cn"": ""虽然估计会有一定利益，但另一方面也担心会蒙受巨大的损失""}]"
534,N2~N1,～べき、～べきだ、～べきではない,,（不）应该…。,"[{""jp"": ""言うべきことははっきり言わなければならない"", ""cn"": ""该说的事情必须说清楚""}, {""jp"": ""そういうことは自分一人で決めずにみんなに相談して決めるべきだと思う"", ""cn"": ""这种事不要一个人决定，应当和大家商量一下再决定""}]"
535,N2~N1,～ほかない、～よりほかない、～ほかはない、～よりほかはない、～ほかしかたがない,,只有 。只 … …好 。,"[{""jp"": ""どうもすみませんと言うはかはない"", ""cn"": ""只有说声对不起""}, {""jp"": ""あきらめるほかない"", ""cn"": ""只好死心""}]"
536,N2~N1,～ほどだ、～ほど、～ほどの,,像…那样。… … 到了 的地步。,"[{""jp"": ""憎（にく）らしいほどきれいだ"", ""cn"": ""美丽得令人嫉妒""}, {""jp"": ""今年は去年ほど暑くない"", ""cn"": ""寂寞得简直想哭""}]"
537,N2~N1,～ほど,,越 越… …。,"[{""jp"": ""練習するほど下手になることもある"", ""cn"": ""有时越练习越不行""}, {""jp"": ""年を取るほど、ものおぼえが悪くなる"", ""cn"": ""年纪越大记忆力越不好""}]"
538,N2~N1,～まい、～まいか,,“まい 接在五 ” 段动词及“ ” ます 的终止形、“ ” する 的终止形或连用形及其他动词的未然形后面，可表示否定的推量，相当于“ないだろ,"[{""jp"": ""う 的作用"", ""cn"": ""” 他还表示否定的意志""}, {""jp"": ""この様子では、明日も晴れるまい"", ""cn"": ""照这个样子，明天恐怕不会晴吧""}, {""jp"": ""そんなことはあるまい"", ""cn"": ""大概不会有那种事吧""}]"
539,N2~N1,～向きだ、～向きに、～向きの,,适合…吧。,"[{""jp"": ""この料理は日本人向きでしょう"", ""cn"": ""这个菜是适合日本人口味的吧""}, {""jp"": ""この本は子供向きです"", ""cn"": ""这本书是适合儿童读的""}]"
540,N2~N1,～向けだ、～向けに、～向けの,,面向…的。,"[{""jp"": ""留学生向けに雑誌を編集する"", ""cn"": ""面向留学生便集杂志""}, {""jp"": ""若者向けに服装をデザインする"", ""cn"": ""面向青年人设计服装""}]"
541,N2~N1,～も～ば～も、～も～なら～も～,,既… … … … 又 。又 又 。,"[{""jp"": ""歌も歌えば、ダンスも上手"", ""cn"": ""歌又唱得好，舞又跳得好""}, {""jp"": ""お金もなければ、暇もない"", ""cn"": ""又没有钱，又没有时间""}]"
542,N2~N1,～もかまわず,,不理睬。不管。不介意。,"[{""jp"": ""所もかまわず大きい声を出す人だ"", ""cn"": ""不分地点大声嚷嚷的人""}, {""jp"": ""人目もかまわずキスしている"", ""cn"": ""旁若无人的接吻""}]"
543,N2~N1,～もの,,说明或辩解某种原因或理由，口语中也作“ ” もん 。,"[{""jp"": ""だって知らなかったもの"", ""cn"": ""可我不知道嘛""}, {""jp"": ""私の言ってこと聞かないもの"", ""cn"": ""我说的也不听呀""}]"
544,N2~N1,～ものがある,,有 的… 东西。有…的成份。,"[{""jp"": ""彼の音楽の才能にはすばらしいものがある"", ""cn"": ""他的音乐才能有很了不起的地方""}, {""jp"": ""いい加減な彼の発言にも聞くに値すべきものがある"", ""cn"": ""他随意的发言之中也有值得一听的东西""}]"
545,N2~N1,～ものか,,（表示强烈的反问）哪能… … 呢？怎能 呢？口语中也作“ ” もんか 。,"[{""jp"": ""そんな事があってたまるものか"", ""cn"": ""哪能允许有那种事呢？""}, {""jp"": ""彼が学者なものか"", ""cn"": ""他那算是个学者呢？""}]"
546,N2~N1,～ものだ、～ものではない,,应该…。不应该…。,"[{""jp"": ""子供は早く寝るものだ"", ""cn"": ""孩子应该早睡""}, {""jp"": ""“ものだ”还常以“ ” たいものだ 的形式表示说话人的希望、愿望"", ""cn"": ""如：""}, {""jp"": ""一度行ってみたいものだ"", ""cn"": ""想去看一次""}, {""jp"": ""另外，形式体言“ ” もの 还常以“ ” たものだ 的形式表示回忆过去经常发生的事情或经历"", ""cn"": ""如：""}, {""jp"": ""そのころよく遊んだものだ"", ""cn"": ""那时候经常玩""}]"
547,N2~N1,～ものだから,,是因为…。,"[{""jp"": ""出がけにお客さんが来たものだから"", ""cn"": ""是因为出去的时候来了客人""}]"
548,N2~N1,～ものなら,,如果…的话。,"[{""jp"": ""行けるものなら行きたい"", ""cn"": ""能去的话想去""}, {""jp"": ""もらえるものならもらいたい"", ""cn"": ""可以的话我想要""}]"
549,N2~N1,～ものの,,虽然… … 但是 。,"[{""jp"": ""材料を買ったものの、作り方が分からない"", ""cn"": ""虽然买了材料，但是不会制作""}, {""jp"": ""あの人は頭が良いものの、体が弱い"", ""cn"": ""那个人头脑虽然聪明，但身体不太好""}]"
550,N2~N1,～やら～やら,,…啦，…啦。,"[{""jp"": ""損をしているのやら、得をしているのやら、一向に分かりません"", ""cn"": ""什么赔啦赚啦，一点也不知道""}, {""jp"": ""お花やらお茶やら習う"", ""cn"": ""学习花道啦茶道啦等""}]"
551,N2~N1,～ようがない、～ようもない,,无法 。不 … …能 。,"[{""jp"": ""こんなにこわれては直しようがない"", ""cn"": ""坏成这样没法修了""}, {""jp"": ""言いようもない程美しい"", ""cn"": ""无法形容的美""}]"
552,N2~N1,～ように,,像…那样。如…。,"[{""jp"": ""熱が下がるように注射をする"", ""cn"": ""为了退烧而打针""}, {""jp"": ""時間に遅れないようにしてください"", ""cn"": ""请勿迟到""}]"
553,N2~N1,～わけがない、～わけはない,,没理由… … 。不会 。,"[{""jp"": ""彼が来るわけがないだろう"", ""cn"": ""他不应该来吧""}, {""jp"": ""彼女がそんなことを言うわけがない"", ""cn"": ""她不会说那样的话""}]"
554,N2~N1,～わけだ、～わけではない、～わけでもない,,当然… … … … 。自然 。并非 。并不是 。,"[{""jp"": ""一人 1500 円なら、8 人だと 12000 円になるわけだ"", ""cn"": ""如果 1 个人 1500 日元的话，8 个人就是 12000 日元""}, {""jp"": ""今日習ったばかりだからよくできるわけだ"", ""cn"": ""今天刚学过，当然应该会了""}]"
555,N2~N1,～わけにはいかない、～わけにもいかない,,不能…。,"[{""jp"": ""いくらいやでも、やめるわけではいかない"", ""cn"": ""无论么讨厌也不能辞去不干""}, {""jp"": ""いくら痩せたくても、何も食べないわけにはいかない"", ""cn"": ""无论么想减肥，也不能什么都不吃""}]"
556,N2~N1,～わりに、～わりには,,虽然…但是。比较…。,"[{""jp"": ""この酒は値段が安いわりにおいしい"", ""cn"": ""这酒不贵可挺好喝的""}, {""jp"": ""日本は狭いわりに、人口が多い"", ""cn"": ""日本国土虽然狭小，人口却不少""}]"
557,N2~N1,～を～として、～を～とする、～を～とした,,把…作为… … … 。把 当做 。,"[{""jp"": ""田中さんをリーダーとするサークルを作った"", ""cn"": ""组成了以田中为领导的小组""}, {""jp"": ""社会奉仕を目的とする団体"", ""cn"": ""以为社会服务为目的的团体""}]"
558,N2~N1,～をきっかけに、～をきっかけとして、～をきっかけにして,,把…作为契机。以…为转机。,"[{""jp"": ""これをきっかけにして話をはじめた"", ""cn"": ""把这个当话引子说了起来""}, {""jp"": ""留学をきっかけとして、彼女と別れた"", ""cn"": ""以留学为契机，与女友分开了""}]"
559,N2~N1,～を契機に、～を契機として、～契機にして,,把…作为契机。趁着…。,"[{""jp"": ""株価の暴落（ぼうらく）を契機として恐慌が起きた"", ""cn"": ""以股票暴跌为起点，发生了危机""}, {""jp"": ""これを契機にいつまでもご交際をお願いします"", ""cn"": ""以此为开端我们愿意永远交往下去""}]"
560,N2~N1,～をこめて,,充满…。满怀…。,"[{""jp"": ""心をこめて … 真心的。愛をこめて見つめる"", ""cn"": ""充满爱意的注视""}]"
561,N2~N1,～を中心に、～を中心として、～を中心にして,,以…为中心。,"[{""jp"": ""都を中心にして町をつくった"", ""cn"": ""以城堡为中心，建造了城市""}, {""jp"": ""あの子を中心としてまとまった"", ""cn"": ""以那孩子为中心团结起来了""}]"
562,N2~N1,～を通じて、～を通して,,通过…。,"[{""jp"": ""テレビのニュースを通じて、事情を把握する"", ""cn"": ""通过电视新闻，把握事态""}, {""jp"": ""秘書を通して、面会の時間を決めた"", ""cn"": ""通过秘书，定下了见面的时间""}]"
563,N2~N1,～を問わず、～は問わず,,不管…。不论…。,"[{""jp"": ""老若男女（ろうにゃくなんにょ）を問わず、こぞって参加する"", ""cn"": ""不论男女老少，全体参加""}, {""jp"": ""国はその大小を問わず一律に平等でなければならないと主張する"", ""cn"": ""主张国家不分大小，必须一律平等""}]"
564,N2~N1,～をぬきにして、～をぬきにしては、～はぬきにして,,省去 。不 。 … …,"[{""jp"": ""冗談はぬきにして、本当のことはどうなんですか"", ""cn"": ""不开玩笑了，究竟是怎么回事？""}, {""jp"": ""説明をむきにして、すぐ討論に入ります"", ""cn"": ""不作说明，马上进入讨论""}]"
565,N2~N1,～をはじめ、～をはじめとする,,以…为首。,"[{""jp"": ""石川教授をはじめとする研究チーム"", ""cn"": ""以石川教授为首的研究小组""}, {""jp"": ""社長をはじめとして、社員全員が式に出席しました"", ""cn"": ""全体职员都出席了仪式""}]"
566,N2~N1,～をめぐって、～をめぐる,,围绕着…。,"[{""jp"": ""増税（ぞうぜい）の是非をめぐって、議論する"", ""cn"": ""围绕着增税的是非进行讨论""}, {""jp"": ""国際結婚をめぐる問題が多い"", ""cn"": ""围绕着国际婚姻问题很多""}]"
567,N2~N1,～をもとに、～をもとにして,,以…为基础。以…为根据。,"[{""jp"": ""20 年前の事件をもとにして、小説を書きました"", ""cn"": ""一 20 年前的事件为基础，写了小说""}, {""jp"": ""本当にあったことをもとにして書かれた話"", ""cn"": ""以真实事件为基础写出来的故事""}]"
